latencyMs,gasUsed,effectiveGasPrice,txHash,blockNumber,calldataBytes,status
5000,37388,0.000500503,0xa6738b49ecbbe9de321ba5184215f14b7dcb98ed347e8e75063bcb62937932a3,9586080,96,Success
5200,155316,0.000500503,0x022bb09c5217d3a3fb2a159abae6ac047f40c97fe293375c4379167123941084,9586080,96,Success
5100,128388,0.000500503,0x511688c2024f995cb07ed2eea6c7a7013ce315a0147a560357159022366b1c5d,9586080,96,Success
5300,27613,0.000500503,0x87c99a9deb7faa17db2b1287465472b5094eafade3b2ac45d5545911bd702e3e,9586080,88,Success
